Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend
H01382,Jaipur Care Hospital 1382,Chennai,Specialty,1056,218,55,No,YES,Yes,Yes,2.4,4.4,4.5,70,81,68,2.5,YES,Patient-Centric Care
H01383,Coimbatore Care Hospital 1383,Madurai,Specialty,,1962,29,yes,No,Yes,No,2.7,,3.9,96,75,74,4.2,No,Smart Hospital
H01384,Chennai Care Hospital 1384,Pune,Specialty,1116,2090,113,Yes,YES,Yes,No,3.8,4.7,4.1,,129,51,4.8,Yes,Smart Hospital
H01385,Chennai Care Hospital 1385,Bengaluru,Government,1126,663,,YES,,No,Yes,2.3,3.7,4.7,51,169,71,3.2,Yes,AI Healthcare
H01386,Madurai Care Hospital 1386,Pune,Multispeciality,887,956,5,No,YES,No,Yes,2.8,2.8,2.4,94,154,,4.7,Yes,Patient-Centric Care
H01387,Chennai Care Hospital 1387,Kochi,Multispeciality,1264,1240,12,Yes,No,,No,2.6,4.7,2,70,48,83,,Yes,Contactless Healthcare
H01388,Jaipur Care Hospital 1388,Coimbatore,Government,158,1601,51,No,YES,No,Yes,4.6,4.7,3.9,38,110,,2.7,yes,IoT Healthcare
H01389,Bengaluru Care Hospital 1389,Hyderabad,Government,1461,1239,149,YES,NO,No,Yes,2.1,3.7,2.9,45,120,51,4.5,No,Patient-Centric Care
H01390,Pune Care Hospital 1390,Coimbatore,Private,672,956,81,yes,,Yes,No,4.5,,3.7,31,151,70,3.4,No,Digital Patient Care
H01391,Coimbatore Care Hospital 1391,Mumbai,Specialty,590,940,20,No,NO,Yes,No,3.6,3.3,2.3,96,57,72,4.7,No,Patient-Centric Care
H01392,Jaipur Care Hospital 1392,Hyderabad,Multispeciality,193,454,71,YES,YES,No,No,4.6,3.3,,73,121,67,,No,AI Healthcare
H01393,Jaipur Care Hospital 1393,Coimbatore,Specialty,83,868,17,No,YES,Yes,Yes,2,3.3,3.2,52,107,54,3,Yes,Digital Patient Care
H01394,Pune Care Hospital 1394,Pune,Government,1334,1306,37,Yes,No,No,No,4.8,2.2,4.7,44,167,86,2.2,yes,Smart Hospital
H01395,Jaipur Care Hospital 1395,Hyderabad,Private,290,1023,43,No,,Yes,No,,4.2,2.7,51,163,89,4.6,YES,Smart Hospital
H01396,Pune Care Hospital 1396,Chennai,Specialty,406,1156,49,Yes,Yes,Yes,No,3.6,4.7,4.8,87,211,80,2.4,No,AI Healthcare
H01397,Madurai Care Hospital 1397,,Multispeciality,565,1047,150,Yes,YES,Yes,No,4.9,3.3,3.3,67,134,,2.9,,IoT Healthcare
H01398,Coimbatore Care Hospital 1398,Bengaluru,Specialty,1367,286,12,yes,YES,No,Yes,4,3,3,92,117,64,,No,AI Healthcare
H01399,Chennai Care Hospital 1399,Kochi,Specialty,1466,622,,Yes,NO,No,Yes,4.2,4.5,2,,28,76,2.9,Yes,Contactless Healthcare
H01400,Mumbai Care Hospital 1400,Chennai,Specialty,,899,128,No,YES,,Yes,3.6,3.6,3.8,97,158,96,3.9,,IoT Healthcare
H01401,Hyderabad Care Hospital 1401,,Government,968,1354,,yes,YES,Yes,Yes,3.2,,3.3,53,156,96,4,yes,Digital Patient Care
H01402,Delhi Care Hospital 1402,Coimbatore,Private,995,1356,,yes,No,Yes,Yes,4.8,4,4.5,47,191,98,4.6,,Enhanced Security
H01403,Jaipur Care Hospital 1403,Jaipur,Specialty,1326,1001,71,yes,No,Yes,No,2.4,4.7,4.8,39,91,64,4.2,YES,Contactless Healthcare
H01404,Jaipur Care Hospital 1404,,Specialty,1041,1430,,yes,YES,Yes,Yes,4.6,4.8,2.8,56,124,55,5,Yes,AI Healthcare
H01405,Hyderabad Care Hospital 1405,,,730,1798,64,No,YES,Yes,No,5,2.4,3,40,,91,3.1,No,Patient-Centric Care
H01406,Bengaluru Care Hospital 1406,Jaipur,Multispeciality,1485,1189,41,yes,Yes,Yes,No,4.4,4.7,4.1,58,191,93,2,No,AI Healthcare
H01407,Bengaluru Care Hospital 1407,Madurai,Government,,1653,,No,Yes,Yes,Yes,3.6,2.3,4.6,33,190,50,3,,Patient-Centric Care
H01408,Mumbai Care Hospital 1408,Kochi,Private,502,1554,15,YES,No,Yes,,3,,4.1,30,210,83,3.6,No,Smart Hospital
H01409,Pune Care Hospital 1409,,Specialty,,451,37,yes,NO,No,Yes,2.2,4.9,3.2,85,192,,,No,Contactless Healthcare
H01410,Bengaluru Care Hospital 1410,Bengaluru,Specialty,1376,1200,150,,Yes,Yes,Yes,4.2,3.8,3.2,47,149,50,4.4,yes,Digital Patient Care
H01411,Chennai Care Hospital 1411,Madurai,Specialty,1246,1608,136,Yes,NO,No,Yes,,3.8,4.6,41,94,81,3.8,No,Patient-Centric Care
H01412,Pune Care Hospital 1412,Coimbatore,Specialty,1195,563,88,No,NO,No,Yes,2.8,2.2,3.3,55,188,,4.1,Yes,IoT Healthcare
H01413,Madurai Care Hospital 1413,Bengaluru,Multispeciality,1386,625,98,No,,Yes,No,4.7,4.2,2.9,97,127,81,4.3,No,
H01414,Chennai Care Hospital 1414,Madurai,Multispeciality,551,2127,117,YES,YES,Yes,Yes,2.2,3.9,,62,75,94,3.8,,Patient-Centric Care
H01415,Chennai Care Hospital 1415,Pune,Government,1351,847,99,YES,No,No,No,,4.9,3,,112,68,4.8,,Smart Hospital
H01416,Chennai Care Hospital 1416,Coimbatore,Multispeciality,637,181,,Yes,YES,No,Yes,4,2.8,4.8,62,152,92,4.6,YES,IoT Healthcare
H01417,Jaipur Care Hospital 1417,Hyderabad,Government,631,570,113,No,YES,No,,4.5,4.7,,49,118,70,2.5,Yes,
H01418,Bengaluru Care Hospital 1418,Pune,Multispeciality,1163,753,98,yes,NO,No,Yes,2.8,4.3,,77,201,100,,No,Smart Hospital
H01419,Mumbai Care Hospital 1419,Pune,Private,159,256,68,No,No,,Yes,2.9,,5,84,208,,3.3,No,Digital Patient Care
H01420,Bengaluru Care Hospital 1420,Kochi,,1283,166,,yes,YES,Yes,No,2.1,4.2,,83,212,76,2.4,No,Contactless Healthcare
H01421,Hyderabad Care Hospital 1421,Hyderabad,,730,1678,27,No,No,No,Yes,2.5,2.1,3.6,87,62,73,2.1,No,Smart Hospital
H01422,Bengaluru Care Hospital 1422,Madurai,Multispeciality,441,1451,108,,YES,No,No,3.7,4.2,4.2,88,76,94,2.5,No,
H01423,Pune Care Hospital 1423,Delhi,Private,1441,1770,17,No,NO,,No,3.2,3.9,2.3,,28,98,2,No,Smart Hospital
H01424,Mumbai Care Hospital 1424,Madurai,Private,1106,,116,Yes,No,,,4.2,3.4,2.7,32,134,68,,yes,
H01425,Coimbatore Care Hospital 1425,Pune,Government,711,1409,97,yes,No,Yes,Yes,,2.7,3.4,,189,96,2.6,YES,
H01426,Madurai Care Hospital 1426,Bengaluru,,754,,115,,Yes,Yes,No,2.3,2.8,,35,182,69,4.1,Yes,IoT Healthcare
H01427,Madurai Care Hospital 1427,,Private,1358,264,50,No,NO,No,Yes,4.4,3.3,,42,200,,2.6,Yes,Digital Patient Care
H01428,Hyderabad Care Hospital 1428,Coimbatore,Specialty,831,,,No,Yes,,No,3.5,,4.3,45,12,67,2.5,Yes,Patient-Centric Care
H01429,Coimbatore Care Hospital 1429,Hyderabad,Multispeciality,212,933,76,YES,Yes,Yes,Yes,4.5,4.6,3.4,51,153,98,2.1,yes,IoT Healthcare
H01430,Mumbai Care Hospital 1430,Hyderabad,Multispeciality,509,,60,No,,No,Yes,,4.7,,58,168,62,3.1,No,Contactless Healthcare
H01431,Pune Care Hospital 1431,Kochi,Private,1266,715,42,YES,YES,No,Yes,3.9,2,,86,,95,4.1,YES,Contactless Healthcare
H01432,Bengaluru Care Hospital 1432,Delhi,Multispeciality,,,23,yes,,Yes,,4.2,2.8,,45,115,,4.6,No,Patient-Centric Care
H01433,Chennai Care Hospital 1433,Delhi,Multispeciality,97,1681,24,YES,Yes,Yes,Yes,3.4,2.1,3,76,,56,3.6,No,AI Healthcare
H01434,Hyderabad Care Hospital 1434,,Government,1354,460,148,YES,No,No,No,4.3,3.1,4.6,76,47,83,2.3,yes,Green Hospital
H01435,Madurai Care Hospital 1435,Mumbai,Private,,719,142,Yes,No,No,No,4.2,2.6,4.1,30,141,87,4.2,YES,Patient-Centric Care
H01436,Madurai Care Hospital 1436,Kochi,Specialty,586,,29,No,YES,Yes,No,3.3,2.8,3.9,42,199,78,4.2,No,Enhanced Security
H01437,Madurai Care Hospital 1437,Coimbatore,Private,1373,990,78,Yes,No,No,No,4.5,4.4,2.4,63,78,83,3.3,No,Enhanced Security
H01438,Chennai Care Hospital 1438,Bengaluru,Specialty,452,2081,64,yes,YES,No,Yes,2.2,2.3,3.3,91,61,70,2,Yes,AI Healthcare
H01439,Jaipur Care Hospital 1439,Coimbatore,Private,1124,1552,139,YES,YES,Yes,Yes,4.8,3.6,3.1,61,51,50,2.9,YES,IoT Healthcare
H01440,Madurai Care Hospital 1440,Mumbai,Private,953,1439,,,Yes,Yes,Yes,3.8,2.4,5,53,204,65,2.7,Yes,
H01441,Madurai Care Hospital 1441,Hyderabad,,1343,1945,66,Yes,YES,Yes,No,3.7,3.1,4.4,90,115,78,4.4,yes,Smart Hospital
H01442,Pune Care Hospital 1442,Coimbatore,Government,588,2195,48,,,No,Yes,3.4,2.5,4.5,,131,50,,No,IoT Healthcare
H01443,Bengaluru Care Hospital 1443,Delhi,Government,292,1706,98,Yes,No,No,Yes,2.2,2.3,,61,47,60,2.1,No,Digital Patient Care
H01444,Mumbai Care Hospital 1444,Coimbatore,Multispeciality,,,59,yes,No,No,No,4.6,2.5,3.7,74,151,62,4.7,,AI Healthcare
H01445,Hyderabad Care Hospital 1445,Pune,Multispeciality,943,1355,126,No,No,No,No,4.8,2.5,3.6,64,69,93,4.8,YES,Contactless Healthcare
H01446,Chennai Care Hospital 1446,Jaipur,Government,871,1668,,No,YES,Yes,Yes,2.4,,2.7,89,,63,3.9,Yes,Patient-Centric Care
H01447,Coimbatore Care Hospital 1447,Kochi,Government,,720,15,yes,No,Yes,No,2.8,3.4,3,,131,,5,No,Smart Hospital
H01448,Delhi Care Hospital 1448,Coimbatore,Government,646,,139,yes,No,Yes,No,3.2,2.5,,37,132,89,3.1,,IoT Healthcare
H01449,Coimbatore Care Hospital 1449,Hyderabad,Specialty,,1101,,YES,NO,No,Yes,3.6,3.3,4,95,105,68,2.5,No,IoT Healthcare
H01450,Chennai Care Hospital 1450,Hyderabad,Specialty,436,392,130,Yes,NO,No,Yes,4.4,2,3.8,97,38,53,3.1,YES,Smart Hospital
H01451,Hyderabad Care Hospital 1451,Chennai,Government,1468,588,,Yes,Yes,No,No,2.4,3.6,2.7,34,47,87,2.9,YES,
H01452,Chennai Care Hospital 1452,Hyderabad,Specialty,1337,,29,YES,No,No,Yes,3.1,3.8,4.6,63,208,81,3.6,YES,Enhanced Security
H01453,Madurai Care Hospital 1453,Delhi,,1266,1521,34,,YES,No,Yes,2.7,2.4,2.8,82,36,100,,Yes,IoT Healthcare
H01454,Madurai Care Hospital 1454,Bengaluru,Private,1435,1642,51,No,,,No,2,4.6,2.3,86,146,54,2.7,YES,IoT Healthcare
H01455,Chennai Care Hospital 1455,Hyderabad,Multispeciality,560,1087,79,,No,,,2,,2.4,,216,84,4.5,No,
H01456,Chennai Care Hospital 1456,Coimbatore,Specialty,1140,763,68,yes,NO,,No,2.1,3.8,2.4,,110,76,2.6,No,AI Healthcare
H01457,Hyderabad Care Hospital 1457,Delhi,Government,771,603,60,YES,NO,No,No,3.4,2.8,2.2,38,115,73,,Yes,Patient-Centric Care
H01458,Kochi Care Hospital 1458,Pune,Private,1290,1225,,No,NO,Yes,No,3.2,3,3.7,37,153,95,3.1,No,Digital Patient Care
H01459,Mumbai Care Hospital 1459,Coimbatore,Specialty,317,144,70,Yes,YES,Yes,No,2.7,2.7,4.5,90,170,86,,No,Digital Patient Care
H01460,Bengaluru Care Hospital 1460,Jaipur,Government,1447,1376,88,No,NO,No,Yes,,4.6,2.3,39,58,91,2.8,YES,IoT Healthcare
H01461,Pune Care Hospital 1461,Hyderabad,Specialty,196,1182,14,No,YES,Yes,Yes,4.1,4.5,3.5,52,52,87,3.9,No,Patient-Centric Care
H01462,Pune Care Hospital 1462,Coimbatore,Multispeciality,519,2188,144,Yes,Yes,No,Yes,3.6,4.9,4.7,82,169,,4.5,Yes,Contactless Healthcare
H01463,Hyderabad Care Hospital 1463,,Private,1403,1706,106,yes,NO,Yes,Yes,4.4,4.5,,67,215,79,2.5,yes,Enhanced Security
H01464,Chennai Care Hospital 1464,Coimbatore,Government,486,353,114,Yes,NO,No,No,2.3,3.7,,55,13,54,4.6,Yes,Enhanced Security
H01465,Delhi Care Hospital 1465,Bengaluru,Specialty,134,1933,118,Yes,Yes,,No,3.2,4.1,4.2,79,11,98,,yes,Digital Patient Care
H01466,Delhi Care Hospital 1466,Delhi,Specialty,922,,79,Yes,No,No,No,2.9,,2.5,70,86,96,2.1,YES,Green Hospital
H01467,Madurai Care Hospital 1467,Pune,,1340,1669,67,YES,No,No,Yes,3.4,3,3.4,56,10,,4,yes,Smart Hospital
H01468,Mumbai Care Hospital 1468,Kochi,Government,1046,,114,Yes,,Yes,No,2.2,4.9,2.5,68,143,81,2.3,Yes,Smart Hospital
H01469,Mumbai Care Hospital 1469,Pune,Specialty,645,381,77,Yes,Yes,Yes,No,2.9,4,2.7,76,166,89,4.2,YES,Smart Hospital
H01470,Bengaluru Care Hospital 1470,Mumbai,Multispeciality,335,200,18,yes,NO,No,Yes,2.4,2.6,2.1,80,215,85,4.1,YES,AI Healthcare
H01471,Bengaluru Care Hospital 1471,Bengaluru,,211,2113,75,YES,NO,Yes,No,4,2.6,3.2,78,44,53,2.5,YES,Green Hospital
H01472,Hyderabad Care Hospital 1472,Pune,Private,685,1574,,yes,Yes,,No,4.2,3.3,3.8,83,125,66,3.1,Yes,AI Healthcare
H01473,Kochi Care Hospital 1473,Mumbai,Government,324,,,yes,,No,Yes,3.6,3.7,4,69,132,90,3.5,No,IoT Healthcare
H01474,Coimbatore Care Hospital 1474,Delhi,Multispeciality,,937,,yes,,No,Yes,2.3,3,3.3,32,180,82,4.1,Yes,IoT Healthcare
H01475,Chennai Care Hospital 1475,Hyderabad,Private,1300,1685,23,,No,Yes,No,2.2,3,2.9,98,73,57,3.3,yes,AI Healthcare
H01476,Coimbatore Care Hospital 1476,Mumbai,Private,,462,122,YES,YES,,No,3,,3,79,96,77,3.6,No,Contactless Healthcare
H01477,Bengaluru Care Hospital 1477,Pune,Government,1067,120,26,Yes,NO,No,Yes,,2.5,4.1,54,192,93,4.2,,Green Hospital
H01478,Mumbai Care Hospital 1478,Bengaluru,Specialty,899,1087,33,Yes,NO,Yes,No,4.2,4.7,3.9,80,65,55,4.1,No,Digital Patient Care
H01479,Hyderabad Care Hospital 1479,,Specialty,1015,970,39,yes,No,No,Yes,2.2,3.5,3.4,81,114,,4.6,yes,Contactless Healthcare
H01480,Bengaluru Care Hospital 1480,Coimbatore,Private,,860,90,Yes,,No,Yes,4,4.2,4.1,64,130,50,4.6,No,Contactless Healthcare
H01481,Delhi Care Hospital 1481,Bengaluru,Government,1274,2083,68,Yes,No,No,No,4.6,3.5,3.5,42,181,97,4.7,No,Patient-Centric Care
H01482,Bengaluru Care Hospital 1482,,Specialty,983,1199,119,YES,,No,Yes,3.3,,,31,136,,3,YES,Green Hospital
H01483,Chennai Care Hospital 1483,Coimbatore,Multispeciality,339,234,110,yes,YES,Yes,Yes,4.7,4.9,3.5,38,58,,4.7,Yes,
H01484,Pune Care Hospital 1484,Madurai,Private,530,884,144,No,YES,,Yes,3.5,,,83,209,,3.9,,IoT Healthcare
H01485,Madurai Care Hospital 1485,Madurai,Government,243,541,113,YES,No,Yes,Yes,4.5,4.8,2.4,79,157,65,2.8,yes,Enhanced Security
H01486,Madurai Care Hospital 1486,Kochi,,499,,141,YES,YES,No,Yes,4.1,,2.8,,180,68,4.9,yes,
H01487,Jaipur Care Hospital 1487,Madurai,Government,1495,,13,Yes,Yes,No,Yes,4,2.6,2.8,50,105,96,3.8,YES,
H01488,Jaipur Care Hospital 1488,Jaipur,Government,,857,117,YES,YES,Yes,No,,3.4,4.1,40,94,59,4.9,yes,Smart Hospital
H01489,Pune Care Hospital 1489,Chennai,Government,1262,2071,34,No,Yes,Yes,Yes,2.6,4.4,2.8,77,173,91,3.2,No,Patient-Centric Care
H01490,Mumbai Care Hospital 1490,Chennai,Multispeciality,195,,27,yes,Yes,Yes,No,4.5,2.7,3.8,,129,51,4.3,Yes,Digital Patient Care
H01491,Hyderabad Care Hospital 1491,Mumbai,Specialty,411,218,93,YES,No,Yes,No,4.7,4.9,3.3,,109,87,2.9,No,Enhanced Security
H01492,Chennai Care Hospital 1492,Hyderabad,Government,1261,389,85,No,NO,Yes,,2.2,3.4,,96,106,52,4.4,,Patient-Centric Care
H01493,Mumbai Care Hospital 1493,Chennai,Multispeciality,968,2117,93,No,,Yes,Yes,2.2,2.5,4.5,90,123,62,3.8,yes,Enhanced Security
H01494,Kochi Care Hospital 1494,Madurai,Multispeciality,1017,671,135,Yes,YES,Yes,No,3.6,2.1,4.8,49,,75,3.4,YES,Patient-Centric Care
H01495,Mumbai Care Hospital 1495,Coimbatore,Government,370,962,,Yes,Yes,No,No,3,3.7,2.2,37,108,92,2.6,yes,Enhanced Security
H01496,Bengaluru Care Hospital 1496,Madurai,Private,365,222,140,Yes,NO,No,Yes,2.1,2.3,3.3,93,,63,2.8,No,Contactless Healthcare
H01497,Hyderabad Care Hospital 1497,Madurai,Government,1079,484,91,No,No,No,No,4.7,3.7,4.5,91,,77,2.9,,Digital Patient Care
H01498,Kochi Care Hospital 1498,Pune,Multispeciality,1101,1045,,Yes,No,No,No,2.2,2.3,2.5,88,16,69,2.9,No,Contactless Healthcare
H01499,Coimbatore Care Hospital 1499,Bengaluru,Multispeciality,,1268,112,YES,Yes,No,Yes,4.1,,3.6,86,37,59,4.7,YES,Patient-Centric Care
H01500,Jaipur Care Hospital 1500,Mumbai,Specialty,1085,1325,21,yes,NO,Yes,Yes,4.7,3,4.5,62,182,99,4.9,YES,Green Hospital
H01501,Mumbai Care Hospital 1501,Delhi,Private,,,120,Yes,Yes,Yes,No,4.6,,2,80,216,75,4.3,YES,Green Hospital
H01502,Coimbatore Care Hospital 1502,Chennai,Multispeciality,829,1473,42,,No,No,Yes,2.2,2.9,3.7,,49,58,3.8,No,Contactless Healthcare
H01503,Delhi Care Hospital 1503,Pune,Multispeciality,1188,222,106,yes,Yes,No,Yes,2.6,2.4,2.4,69,103,100,2.9,Yes,Green Hospital
H01504,Coimbatore Care Hospital 1504,Jaipur,,389,754,59,YES,Yes,Yes,Yes,5,2.7,3,54,,57,3.5,yes,IoT Healthcare
H01505,Mumbai Care Hospital 1505,Mumbai,Multispeciality,144,700,17,Yes,NO,Yes,Yes,2.6,4.4,3.8,,194,56,5,YES,Green Hospital
H01506,Pune Care Hospital 1506,Chennai,Multispeciality,716,541,149,yes,YES,Yes,No,3.7,2.6,2.9,95,91,90,4.4,YES,Digital Patient Care
H01507,Mumbai Care Hospital 1507,Delhi,Government,1492,355,50,No,,No,Yes,4.6,4.6,2.5,33,,69,4.7,YES,Smart Hospital
H01508,Kochi Care Hospital 1508,Hyderabad,Specialty,666,1286,77,,Yes,No,No,2.7,3.7,3.9,45,131,67,2.1,No,Patient-Centric Care
H01509,Delhi Care Hospital 1509,Kochi,Private,445,399,,No,NO,No,No,4.8,3.4,4.5,75,128,60,2.7,YES,IoT Healthcare
H01510,Bengaluru Care Hospital 1510,Bengaluru,Government,793,1511,79,Yes,No,Yes,No,4.1,3.1,2.7,37,32,81,3,yes,Digital Patient Care
H01511,Hyderabad Care Hospital 1511,Coimbatore,Specialty,,328,133,YES,Yes,Yes,Yes,3,4.4,4.8,35,24,65,4,No,Contactless Healthcare
H01512,Bengaluru Care Hospital 1512,,Government,1367,833,,YES,YES,Yes,No,2.7,3.7,,53,159,90,,YES,
H01513,Jaipur Care Hospital 1513,Delhi,,559,421,82,YES,NO,Yes,Yes,4.8,4.1,3.3,49,123,70,3.4,,AI Healthcare
H01514,Kochi Care Hospital 1514,Bengaluru,Multispeciality,,2189,24,Yes,NO,,Yes,,2.5,4.8,67,37,94,2.1,Yes,Green Hospital
H01515,Hyderabad Care Hospital 1515,Jaipur,Private,211,1289,93,YES,No,Yes,No,,4.8,3.5,64,,83,4.4,No,Patient-Centric Care
H01516,Mumbai Care Hospital 1516,Hyderabad,,566,837,71,yes,NO,Yes,Yes,3.4,3.1,,56,152,56,3.3,yes,Smart Hospital
H01517,Jaipur Care Hospital 1517,Delhi,Government,1313,1165,49,yes,YES,Yes,No,3.8,3.5,,66,93,83,3.5,No,AI Healthcare
H01518,Chennai Care Hospital 1518,Mumbai,Government,1253,321,79,No,No,No,No,4.2,2.1,2.1,83,60,,2.7,YES,AI Healthcare
H01519,Mumbai Care Hospital 1519,,Multispeciality,973,1550,67,yes,No,No,,2.9,2,4.6,52,46,94,3.9,No,Contactless Healthcare
H01520,Pune Care Hospital 1520,,Private,631,1705,38,YES,NO,No,No,4.6,4.2,3.4,86,9,96,2.5,No,AI Healthcare
H01521,Mumbai Care Hospital 1521,Jaipur,Multispeciality,1230,862,17,Yes,No,,,3.3,,3.3,80,112,63,3.8,,Green Hospital
H01522,Delhi Care Hospital 1522,Jaipur,Specialty,,1109,58,YES,No,No,No,3.8,4.2,3.3,41,91,68,2.6,Yes,AI Healthcare
H01523,Madurai Care Hospital 1523,Madurai,Specialty,1152,105,110,Yes,YES,Yes,No,3.2,4,3.7,,87,80,4.2,Yes,
H01524,Madurai Care Hospital 1524,Madurai,Multispeciality,1268,399,150,YES,Yes,Yes,,2.6,,2.5,,21,82,2.3,No,Patient-Centric Care
H01525,Chennai Care Hospital 1525,Coimbatore,Specialty,376,1355,97,Yes,Yes,Yes,No,3.4,4.7,4.9,41,31,66,2.1,,Smart Hospital
H01526,Chennai Care Hospital 1526,Delhi,Government,834,769,,No,Yes,No,Yes,2.5,2.4,4.6,87,200,93,,No,Patient-Centric Care
H01527,Coimbatore Care Hospital 1527,Hyderabad,Specialty,665,1932,100,No,,,No,3.8,4.3,3.2,92,137,56,2.1,No,Digital Patient Care
H01528,Bengaluru Care Hospital 1528,Bengaluru,Multispeciality,467,1932,105,YES,No,No,Yes,4.6,3,2.3,30,168,100,4.5,yes,
H01529,Madurai Care Hospital 1529,Delhi,Multispeciality,628,,31,YES,NO,Yes,Yes,4.7,4.7,4.2,56,,97,4.2,Yes,Patient-Centric Care
H01530,Jaipur Care Hospital 1530,Pune,Specialty,,968,131,No,No,No,Yes,4.2,3.5,,89,37,,,Yes,AI Healthcare
H01531,Coimbatore Care Hospital 1531,Jaipur,Multispeciality,,1942,55,yes,No,Yes,Yes,2.6,4.7,2.3,68,12,81,3.6,Yes,
H01532,Pune Care Hospital 1532,Madurai,Private,467,1445,118,,YES,No,No,5,2.3,4.2,34,153,90,4.5,yes,AI Healthcare
H01533,Pune Care Hospital 1533,Jaipur,Specialty,543,,137,YES,No,Yes,,4.9,2.4,3.7,92,146,51,3.7,Yes,Patient-Centric Care
H01534,Chennai Care Hospital 1534,Madurai,Specialty,895,59,90,No,YES,No,No,3.2,3.2,2.7,45,188,,2.8,yes,IoT Healthcare
H01535,Chennai Care Hospital 1535,Hyderabad,Specialty,978,461,111,YES,No,Yes,Yes,2.5,3.1,5,89,106,60,3.9,yes,Green Hospital
H01536,Pune Care Hospital 1536,Coimbatore,Multispeciality,111,1666,10,Yes,Yes,Yes,Yes,2.1,3,3.3,82,161,74,4.7,YES,Enhanced Security
H01537,Chennai Care Hospital 1537,Madurai,Government,1350,646,92,YES,NO,Yes,Yes,4.6,,3.7,42,66,90,4.5,,Green Hospital
H01538,Hyderabad Care Hospital 1538,Bengaluru,Multispeciality,1368,1107,117,YES,YES,No,Yes,4.9,4.7,3.3,94,48,65,4.9,YES,
H01539,Mumbai Care Hospital 1539,Madurai,Government,172,973,78,yes,No,No,No,3.2,2.7,2,40,191,59,4.2,Yes,Contactless Healthcare
H01540,Kochi Care Hospital 1540,Madurai,Private,938,159,150,No,No,Yes,No,4.3,2.1,,87,196,77,2.4,yes,Digital Patient Care
H01541,Kochi Care Hospital 1541,Mumbai,Private,,1821,12,No,YES,No,No,4.2,3.7,2.3,81,165,,3.6,No,Digital Patient Care
H01542,Delhi Care Hospital 1542,Jaipur,Multispeciality,815,1169,72,No,No,Yes,Yes,4.5,3.9,4.6,81,214,68,5,No,IoT Healthcare
H01543,Pune Care Hospital 1543,,Government,1160,831,31,YES,No,No,Yes,2.4,3.9,3.3,80,45,,3.4,Yes,Enhanced Security
H01544,Hyderabad Care Hospital 1544,Kochi,Specialty,232,391,24,No,NO,No,No,4.8,2.7,2.4,39,37,89,4.9,,Contactless Healthcare
H01545,Mumbai Care Hospital 1545,Chennai,Multispeciality,1260,1664,38,,No,No,No,4.9,2.8,,97,62,98,4.1,No,IoT Healthcare
H01546,Pune Care Hospital 1546,Chennai,Multispeciality,,1989,100,YES,Yes,No,No,,4.6,2.6,88,57,61,2.3,Yes,Smart Hospital
H01547,Jaipur Care Hospital 1547,Madurai,Specialty,364,1697,,Yes,YES,No,Yes,4.9,4.1,2.9,54,161,78,3,Yes,Smart Hospital
H01548,Bengaluru Care Hospital 1548,Jaipur,,,118,59,Yes,No,Yes,No,4.9,2.2,2.5,74,202,97,2.8,Yes,Digital Patient Care
H01549,Madurai Care Hospital 1549,Jaipur,Specialty,1459,826,67,Yes,No,No,No,2.7,3.4,4.6,33,219,76,4.7,No,Smart Hospital
H01550,Delhi Care Hospital 1550,Coimbatore,Specialty,147,,128,yes,Yes,Yes,No,4.8,3.9,5,43,48,,2.7,YES,
H01551,Mumbai Care Hospital 1551,Hyderabad,Private,1009,1209,126,YES,No,No,No,2.5,,4.3,53,132,67,4.1,Yes,Enhanced Security
H01552,Chennai Care Hospital 1552,Jaipur,Multispeciality,968,1979,98,YES,Yes,Yes,Yes,4.6,2.1,3.6,52,101,53,3.4,Yes,Patient-Centric Care
H01553,Kochi Care Hospital 1553,Hyderabad,Private,927,1915,,Yes,Yes,Yes,No,,2.2,2.4,86,181,51,4.5,YES,Patient-Centric Care
H01554,Delhi Care Hospital 1554,Madurai,Specialty,1377,119,44,Yes,NO,Yes,,2.3,3.3,2.7,65,207,,,yes,Green Hospital
H01555,Hyderabad Care Hospital 1555,Hyderabad,,961,1868,34,yes,NO,No,No,3.9,4.4,4.4,75,12,93,4.5,Yes,Enhanced Security
H01556,Jaipur Care Hospital 1556,Pune,Private,1214,207,10,yes,No,No,No,4,3.6,,91,219,,3.7,yes,Contactless Healthcare
H01557,Mumbai Care Hospital 1557,Chennai,Multispeciality,1198,509,119,Yes,Yes,No,Yes,4.7,4.2,3.7,43,105,50,2.9,yes,Smart Hospital
H01558,Pune Care Hospital 1558,Jaipur,Multispeciality,741,,59,YES,,Yes,,4.9,,3.2,43,127,74,2.4,YES,Smart Hospital
H01559,Chennai Care Hospital 1559,Madurai,Multispeciality,810,1918,10,No,NO,No,Yes,2,,5,69,73,76,3.1,YES,Green Hospital
H01560,Delhi Care Hospital 1560,Madurai,Specialty,539,474,131,yes,No,No,,3.8,2.2,2.5,70,203,68,4.8,yes,Patient-Centric Care
H01561,Mumbai Care Hospital 1561,Mumbai,Specialty,398,2169,52,,YES,Yes,No,2.8,2.8,,60,26,95,2.1,yes,IoT Healthcare
